*History for Amtrak ALL TRAINS at SLM (Salem, OR)
*Train #	Sch Dp	Act Dp
511	06/07/2019 10:51 AM (Fr)	10:52AM
500	06/07/2019 6:41 AM (Fr)	6:52AM
505	06/06/2019 7:11 PM (Th)	7:35PM
508	06/06/2019 5:41 PM (Th)	5:45PM
11	06/06/2019 3:37 PM (Th)	4:05PM
14	06/06/2019 1:55 PM (Th)	2:46PM
511	06/06/2019 10:51 AM (Th)	10:53AM
500	06/06/2019 6:41 AM (Th)	6:47AM
505	06/05/2019 7:11 PM (We)	7:37PM
508	06/05/2019 5:41 PM (We)	5:43PM
11	06/05/2019 3:37 PM (We)	3:45PM
14	06/05/2019 1:55 PM (We)	2:44PM
511	06/05/2019 10:51 AM (We)	11:05AM
500	06/05/2019 6:41 AM (We)	6:47AM
505	06/04/2019 7:11 PM (Tu)	7:50PM
508	06/04/2019 5:41 PM (Tu)	5:54PM
11	06/04/2019 3:37 PM (Tu)	4:17PM
14	06/04/2019 1:55 PM (Tu)	2:24PM
511	06/04/2019 10:51 AM (Tu)	11:10AM
500	06/04/2019 6:41 AM (Tu)	6:46AM
505	06/03/2019 7:11 PM (Mo)	7:24PM
508	06/03/2019 5:41 PM (Mo)	5:55PM
11	06/03/2019 3:37 PM (Mo)	4:36PM
14	06/03/2019 1:55 PM (Mo)	2:43PM
511	06/03/2019 10:51 AM (Mo)	11:01AM
500	06/03/2019 6:41 AM (Mo)	6:44AM
505	06/02/2019 7:11 PM (Su)	7:44PM
508	06/02/2019 5:41 PM (Su)	5:45PM
11	06/02/2019 3:37 PM (Su)	4:06PM
14	06/02/2019 1:55 PM (Su)	3:28PM
513	06/02/2019 1:36 PM (Su)	1:43PM
506	06/02/2019 10:11 AM (Su)	10:15AM
505	06/01/2019 7:11 PM (Sa)	7:20PM
508	06/01/2019 5:41 PM (Sa)	6:40PM
11	06/01/2019 3:37 PM (Sa)	3:42PM
14	06/01/2019 1:55 PM (Sa)	4:15PM
513	06/01/2019 1:36 PM (Sa)	2:52PM
506	06/01/2019 10:11 AM (Sa)	10:24AM
505	05/31/2019 7:11 PM (Fr)	7:38PM
508	05/31/2019 5:41 PM (Fr)	5:56PM
11	05/31/2019 3:37 PM (Fr)	3:55PM
14	05/31/2019 1:55 PM (Fr)	2:48PM
511	05/31/2019 10:51 AM (Fr)	11:02AM
500	05/31/2019 6:41 AM (Fr)	
505	05/30/2019 7:11 PM (Th)	7:56PM
508	05/30/2019 5:41 PM (Th)	5:47PM
11	05/30/2019 3:37 PM (Th)	3:43PM
14	05/30/2019 1:55 PM (Th)	2:12PM
511	05/30/2019 10:51 AM (Th)	11:05AM
500	05/30/2019 6:41 AM (Th)	6:53AM
505	05/29/2019 7:11 PM (We)	7:24PM
508	05/29/2019 5:41 PM (We)	5:47PM
11	05/29/2019 3:37 PM (We)	3:49PM
14	05/29/2019 1:55 PM (We)	2:50PM
511	05/29/2019 10:51 AM (We)	11:03AM
500	05/29/2019 6:41 AM (We)	6:46AM
505	05/28/2019 7:11 PM (Tu)	7:20PM
508	05/28/2019 5:41 PM (Tu)	5:54PM
11	05/28/2019 3:37 PM (Tu)	3:49PM
14	05/28/2019 1:55 PM (Tu)	2:59PM
511	05/28/2019 10:51 AM (Tu)	11:14AM
500	05/28/2019 6:41 AM (Tu)	8:32AM
505	05/27/2019 7:11 PM (Mo)	7:38PM
508	05/27/2019 5:41 PM (Mo)	5:48PM
11	05/27/2019 3:37 PM (Mo)	3:50PM
14	05/27/2019 1:55 PM (Mo)	2:50PM
513	05/27/2019 1:36 PM (Mo)	1:52PM
506	05/27/2019 10:11 AM (Mo)	10:17AM
505	05/26/2019 7:11 PM (Su)	7:36PM
508	05/26/2019 5:41 PM (Su)	5:43PM
11	05/26/2019 3:37 PM (Su)	3:52PM
14	05/26/2019 1:55 PM (Su)	2:46PM
513	05/26/2019 1:36 PM (Su)	1:50PM
506	05/26/2019 10:11 AM (Su)	10:15AM
505	05/25/2019 7:11 PM (Sa)	9:01PM
508	05/25/2019 5:41 PM (Sa)	5:52PM
11	05/25/2019 3:37 PM (Sa)	4:03PM
14	05/25/2019 1:55 PM (Sa)	2:46PM
513	05/25/2019 1:36 PM (Sa)	1:50PM
506	05/25/2019 10:11 AM (Sa)	10:17AM
505	05/24/2019 7:11 PM (Fr)	7:33PM
508	05/24/2019 5:41 PM (Fr)	5:54PM
11	05/24/2019 3:37 PM (Fr)	4:14PM
14	05/24/2019 1:55 PM (Fr)	2:41PM
511	05/24/2019 10:51 AM (Fr)	11:40AM
500	05/24/2019 6:41 AM (Fr)	6:51AM
505	05/23/2019 7:11 PM (Th)	7:55PM
508	05/23/2019 5:41 PM (Th)	5:50PM
11	05/23/2019 3:37 PM (Th)	4:02PM
14	05/23/2019 1:55 PM (Th)	3:23PM
511	05/23/2019 10:51 AM (Th)	11:18AM
500	05/23/2019 6:41 AM (Th)	6:51AM
505	05/22/2019 7:11 PM (We)	7:31PM
508	05/22/2019 5:41 PM (We)	5:56PM
11	05/22/2019 3:37 PM (We)	4:22PM
14	05/22/2019 1:55 PM (We)	2:51PM
511	05/22/2019 10:51 AM (We)	11:32AM
500	05/22/2019 6:41 AM (We)	7:04AM
505	05/21/2019 7:11 PM (Tu)	7:59PM
508	05/21/2019 5:41 PM (Tu)	5:59PM
11	05/21/2019 3:37 PM (Tu)	4:13PM
14	05/21/2019 1:55 PM (Tu)	3:52PM
511	05/21/2019 10:51 AM (Tu)	11:14AM
500	05/21/2019 6:41 AM (Tu)	6:55AM
505	05/20/2019 7:11 PM (Mo)	7:39PM
508	05/20/2019 5:41 PM (Mo)	6:02PM
11	05/20/2019 3:37 PM (Mo)	3:52PM
14	05/20/2019 1:55 PM (Mo)	4:33PM
511	05/20/2019 10:51 AM (Mo)	11:12AM
500	05/20/2019 6:41 AM (Mo)	7:10AM
505	05/19/2019 7:11 PM (Su)	7:37PM
508	05/19/2019 5:41 PM (Su)	5:49PM
11	05/19/2019 3:37 PM (Su)	3:56PM
14	05/19/2019 1:55 PM (Su)	3:32PM
513	05/19/2019 1:36 PM (Su)	1:52PM
506	05/19/2019 10:11 AM (Su)	10:16AM
505	05/18/2019 7:11 PM (Sa)	7:45PM
508	05/18/2019 5:41 PM (Sa)	5:50PM
11	05/18/2019 3:37 PM (Sa)	3:50PM
14	05/18/2019 1:55 PM (Sa)	3:30PM
513	05/18/2019 1:36 PM (Sa)	1:42PM
506	05/18/2019 10:11 AM (Sa)	10:23AM
505	05/17/2019 7:11 PM (Fr)	7:55PM
508	05/17/2019 5:41 PM (Fr)	5:54PM
11	05/17/2019 3:37 PM (Fr)	3:44PM
14	05/17/2019 1:55 PM (Fr)	2:26PM
511	05/17/2019 10:51 AM (Fr)	11:06AM
500	05/17/2019 6:41 AM (Fr)	7:01AM
505	05/16/2019 7:11 PM (Th)	7:41PM
508	05/16/2019 5:41 PM (Th)	5:54PM
11	05/16/2019 3:37 PM (Th)	3:52PM
14	05/16/2019 1:55 PM (Th)	2:46PM
511	05/16/2019 10:51 AM (Th)	11:37AM
500	05/16/2019 6:41 AM (Th)	6:46AM
505	05/15/2019 7:11 PM (We)	8:20PM
508	05/15/2019 5:41 PM (We)	5:45PM
11	05/15/2019 3:37 PM (We)	3:49PM
14	05/15/2019 1:55 PM (We)	2:24PM
511	05/15/2019 10:51 AM (We)	11:00AM
500	05/15/2019 6:41 AM (We)	6:49AM
505	05/14/2019 7:11 PM (Tu)	7:58PM
508	05/14/2019 5:41 PM (Tu)	5:55PM
11	05/14/2019 3:37 PM (Tu)	3:52PM
14	05/14/2019 1:55 PM (Tu)	3:35PM
511	05/14/2019 10:51 AM (Tu)	11:00AM
500	05/14/2019 6:41 AM (Tu)	6:52AM
505	05/13/2019 7:11 PM (Mo)	7:51PM
508	05/13/2019 5:41 PM (Mo)	6:04PM
11	05/13/2019 3:37 PM (Mo)	4:45PM
14	05/13/2019 1:55 PM (Mo)	3:45PM
511	05/13/2019 10:51 AM (Mo)	11:27AM
500	05/13/2019 6:41 AM (Mo)	6:50AM
505	05/12/2019 7:11 PM (Su)	7:32PM
508	05/12/2019 5:41 PM (Su)	5:47PM
11	05/12/2019 3:37 PM (Su)	4:07PM
14	05/12/2019 1:55 PM (Su)	3:10PM
513	05/12/2019 1:36 PM (Su)	1:47PM
506	05/12/2019 10:11 AM (Su)	10:15AM
505	05/11/2019 7:11 PM (Sa)	7:27PM
508	05/11/2019 5:41 PM (Sa)	5:50PM
11	05/11/2019 3:37 PM (Sa)	3:46PM
14	05/11/2019 1:55 PM (Sa)	2:22PM
513	05/11/2019 1:36 PM (Sa)	1:45PM
506	05/11/2019 10:11 AM (Sa)	10:15AM
505	05/10/2019 7:11 PM (Fr)	7:35PM
508	05/10/2019 5:41 PM (Fr)	5:43PM
11	05/10/2019 3:37 PM (Fr)	3:47PM
14	05/10/2019 1:55 PM (Fr)	5:11PM
511	05/10/2019 10:51 AM (Fr)	11:03AM
500	05/10/2019 6:41 AM (Fr)	6:52AM
505	05/09/2019 7:11 PM (Th)	7:40PM
508	05/09/2019 5:41 PM (Th)	5:44PM
11	05/09/2019 3:37 PM (Th)	3:51PM
14	05/09/2019 1:55 PM (Th)	4:35PM
511	05/09/2019 10:51 AM (Th)	11:01AM
500	05/09/2019 6:41 AM (Th)	6:48AM
505	05/08/2019 7:11 PM (We)	7:40PM
508	05/08/2019 5:41 PM (We)	5:44PM
11	05/08/2019 3:37 PM (We)	3:45PM
14	05/08/2019 1:55 PM (We)	4:21PM
511	05/08/2019 10:51 AM (We)	11:07AM
500	05/08/2019 6:41 AM (We)	6:49AM
505	05/07/2019 7:11 PM (Tu)	7:31PM
508	05/07/2019 5:41 PM (Tu)	6:02PM
11	05/07/2019 3:37 PM (Tu)	5:45PM
14	05/07/2019 1:55 PM (Tu)	2:33PM
511	05/07/2019 10:51 AM (Tu)	11:06AM
500	05/07/2019 6:41 AM (Tu)	6:50AM
505	05/06/2019 7:11 PM (Mo)	
508	05/06/2019 5:41 PM (Mo)	6:22PM
11	05/06/2019 3:37 PM (Mo)	
14	05/06/2019 1:55 PM (Mo)	7:08PM
511	05/06/2019 10:51 AM (Mo)	11:04AM
500	05/06/2019 6:41 AM (Mo)	6:49AM
505	05/05/2019 7:11 PM (Su)	7:59PM
508	05/05/2019 5:41 PM (Su)	5:55PM
11	05/05/2019 3:37 PM (Su)	3:45PM
14	05/05/2019 1:55 PM (Su)	2:52PM
513	05/05/2019 1:36 PM (Su)	2:19PM
506	05/05/2019 10:11 AM (Su)	10:12AM
505	05/04/2019 7:11 PM (Sa)	8:19PM
508	05/04/2019 5:41 PM (Sa)	5:56PM
11	05/04/2019 3:37 PM (Sa)	4:08PM
14	05/04/2019 1:55 PM (Sa)	3:09PM
513	05/04/2019 1:36 PM (Sa)	2:14PM
506	05/04/2019 10:11 AM (Sa)	10:19AM
505	05/03/2019 7:11 PM (Fr)	7:36PM
508	05/03/2019 5:41 PM (Fr)	5:50PM
11	05/03/2019 3:37 PM (Fr)	3:54PM
14	05/03/2019 1:55 PM (Fr)	2:35PM
511	05/03/2019 10:51 AM (Fr)	10:58AM
500	05/03/2019 6:41 AM (Fr)	6:50AM
505	05/02/2019 7:11 PM (Th)	9:25PM
508	05/02/2019 5:41 PM (Th)	5:52PM
11	05/02/2019 3:37 PM (Th)	3:46PM
14	05/02/2019 1:55 PM (Th)	5:17PM
511	05/02/2019 10:51 AM (Th)	11:06AM
500	05/02/2019 6:41 AM (Th)	6:48AM
505	05/01/2019 7:11 PM (We)	8:25PM
508	05/01/2019 5:41 PM (We)	5:45PM
11	05/01/2019 3:37 PM (We)	3:48PM
14	05/01/2019 1:55 PM (We)	2:26PM
511	05/01/2019 10:51 AM (We)	10:58AM
500	05/01/2019 6:41 AM (We)	6:46AM
505	04/30/2019 7:11 PM (Tu)	7:31PM
508	04/30/2019 5:41 PM (Tu)	6:25PM
11	04/30/2019 3:37 PM (Tu)	5:30PM
14	04/30/2019 1:55 PM (Tu)	3:11PM
511	04/30/2019 10:51 AM (Tu)	11:16AM
500	04/30/2019 6:41 AM (Tu)	6:43AM
505	04/29/2019 7:11 PM (Mo)	7:49PM
508	04/29/2019 5:41 PM (Mo)	5:51PM
11	04/29/2019 3:37 PM (Mo)	3:44PM
14	04/29/2019 1:55 PM (Mo)	12:40AM
511	04/29/2019 10:51 AM (Mo)	11:21AM
500	04/29/2019 6:41 AM (Mo)	6:44AM
505	04/28/2019 7:11 PM (Su)	7:38PM
508	04/28/2019 5:41 PM (Su)	5:44PM
11	04/28/2019 3:37 PM (Su)	3:44PM
14	04/28/2019 1:55 PM (Su)	2:11PM
513	04/28/2019 1:36 PM (Su)	1:51PM
506	04/28/2019 10:11 AM (Su)	10:15AM
505	04/27/2019 7:11 PM (Sa)	7:28PM
508	04/27/2019 5:41 PM (Sa)	5:45PM
11	04/27/2019 3:37 PM (Sa)	4:13PM
14	04/27/2019 1:55 PM (Sa)	2:15PM
513	04/27/2019 1:36 PM (Sa)	1:53PM
506	04/27/2019 10:11 AM (Sa)	10:16AM
505	04/26/2019 7:11 PM (Fr)	7:20PM
508	04/26/2019 5:41 PM (Fr)	5:45PM
11	04/26/2019 3:37 PM (Fr)	3:44PM
14	04/26/2019 1:55 PM (Fr)	2:11PM
511	04/26/2019 10:51 AM (Fr)	11:03AM
500	04/26/2019 6:41 AM (Fr)	6:47AM
505	04/25/2019 7:11 PM (Th)	7:53PM
508	04/25/2019 5:41 PM (Th)	5:54PM
11	04/25/2019 3:37 PM (Th)	3:49PM
14	04/25/2019 1:55 PM (Th)	3:04PM
511	04/25/2019 10:51 AM (Th)	11:14AM
500	04/25/2019 6:41 AM (Th)	6:49AM
505	04/24/2019 7:11 PM (We)	7:18PM
508	04/24/2019 5:41 PM (We)	5:49PM
11	04/24/2019 3:37 PM (We)	3:44PM
14	04/24/2019 1:55 PM (We)	2:19PM
511	04/24/2019 10:51 AM (We)	11:12AM
500	04/24/2019 6:41 AM (We)	6:45AM
505	04/23/2019 7:11 PM (Tu)	7:23PM
508	04/23/2019 5:41 PM (Tu)	5:43PM
11	04/23/2019 3:37 PM (Tu)	3:39PM
14	04/23/2019 1:55 PM (Tu)	5:06PM
511	04/23/2019 10:51 AM (Tu)	11:19AM
500	04/23/2019 6:41 AM (Tu)	6:46AM
505	04/22/2019 7:11 PM (Mo)	7:35PM
508	04/22/2019 5:41 PM (Mo)	5:57PM
11	04/22/2019 3:37 PM (Mo)	3:52PM
14	04/22/2019 1:55 PM (Mo)	3:35PM
511	04/22/2019 10:51 AM (Mo)	11:11AM
500	04/22/2019 6:41 AM (Mo)	6:46AM
505	04/21/2019 7:11 PM (Su)	7:45PM
508	04/21/2019 5:41 PM (Su)	5:45PM
11	04/21/2019 3:37 PM (Su)	4:08PM
14	04/21/2019 1:55 PM (Su)	3:08PM
513	04/21/2019 1:36 PM (Su)	1:44PM
506	04/21/2019 10:11 AM (Su)	10:16AM
505	04/20/2019 7:11 PM (Sa)	7:29PM
508	04/20/2019 5:41 PM (Sa)	5:52PM
11	04/20/2019 3:37 PM (Sa)	3:49PM
14	04/20/2019 1:55 PM (Sa)	4:18PM
513	04/20/2019 1:36 PM (Sa)	2:26PM
506	04/20/2019 10:11 AM (Sa)	10:15AM
505	04/19/2019 7:11 PM (Fr)	7:24PM
508	04/19/2019 5:41 PM (Fr)	5:56PM
11	04/19/2019 3:37 PM (Fr)	3:50PM
14	04/19/2019 1:55 PM (Fr)	2:46PM
511	04/19/2019 10:51 AM (Fr)	11:24AM
500	04/19/2019 6:41 AM (Fr)	6:52AM
505	04/18/2019 7:11 PM (Th)	7:26PM
508	04/18/2019 5:41 PM (Th)	6:04PM
11	04/18/2019 3:37 PM (Th)	3:46PM
14	04/18/2019 1:55 PM (Th)	3:30PM
511	04/18/2019 10:51 AM (Th)	11:09AM
500	04/18/2019 6:41 AM (Th)	6:45AM
505	04/17/2019 7:11 PM (We)	7:42PM
508	04/17/2019 5:41 PM (We)	5:49PM
11	04/17/2019 3:37 PM (We)	3:47PM
14	04/17/2019 1:55 PM (We)	3:10PM
511	04/17/2019 10:51 AM (We)	11:12AM
500	04/17/2019 6:41 AM (We)	7:04AM
505	04/16/2019 7:11 PM (Tu)	7:41PM
508	04/16/2019 5:41 PM (Tu)	5:46PM
11	04/16/2019 3:37 PM (Tu)	3:40PM
14	04/16/2019 1:55 PM (Tu)	2:18PM
511	04/16/2019 10:51 AM (Tu)	11:05AM
500	04/16/2019 6:41 AM (Tu)	6:55AM
505	04/15/2019 7:11 PM (Mo)	7:52PM
508	04/15/2019 5:41 PM (Mo)	5:47PM
11	04/15/2019 3:37 PM (Mo)	4:24PM
14	04/15/2019 1:55 PM (Mo)	2:32PM
511	04/15/2019 10:51 AM (Mo)	11:21AM
500	04/15/2019 6:41 AM (Mo)	6:44AM
505	04/14/2019 7:11 PM (Su)	7:29PM
508	04/14/2019 5:41 PM (Su)	6:28PM
11	04/14/2019 3:37 PM (Su)	4:12PM
14	04/14/2019 1:55 PM (Su)	3:07PM
513	04/14/2019 1:36 PM (Su)	2:24PM
506	04/14/2019 10:11 AM (Su)	10:16AM
505	04/13/2019 7:11 PM (Sa)	7:33PM
508	04/13/2019 5:41 PM (Sa)	5:55PM
11	04/13/2019 3:37 PM (Sa)	3:54PM
14	04/13/2019 1:55 PM (Sa)	3:36PM
513	04/13/2019 1:36 PM (Sa)	1:44PM
506	04/13/2019 10:11 AM (Sa)	10:16AM
505	04/12/2019 7:11 PM (Fr)	7:20PM
508	04/12/2019 5:41 PM (Fr)	5:44PM
11	04/12/2019 3:37 PM (Fr)	6:43PM
14	04/12/2019 1:55 PM (Fr)	2:38PM
511	04/12/2019 10:51 AM (Fr)	10:58AM
500	04/12/2019 6:41 AM (Fr)	7:27AM
505	04/11/2019 7:11 PM (Th)	7:50PM
508	04/11/2019 5:41 PM (Th)	6:00PM
11	04/11/2019 3:37 PM (Th)	4:35PM
14	04/11/2019 1:55 PM (Th)	11:17PM
511	04/11/2019 10:51 AM (Th)	11:08AM
500	04/11/2019 6:41 AM (Th)	6:50AM
505	04/10/2019 7:11 PM (We)	7:36PM
508	04/10/2019 5:41 PM (We)	6:07PM
11	04/10/2019 3:37 PM (We)	4:02PM
14	04/10/2019 1:55 PM (We)	2:51PM
511	04/10/2019 10:51 AM (We)	11:04AM
500	04/10/2019 6:41 AM (We)	6:42AM
505	04/09/2019 7:11 PM (Tu)	7:36PM
508	04/09/2019 5:41 PM (Tu)	5:51PM
11	04/09/2019 3:37 PM (Tu)	4:07PM
14	04/09/2019 1:55 PM (Tu)	3:27PM
511	04/09/2019 10:51 AM (Tu)	11:48AM
500	04/09/2019 6:41 AM (Tu)	6:59AM
505	04/08/2019 7:11 PM (Mo)	9:12PM
508	04/08/2019 5:41 PM (Mo)	9:39PM
11	04/08/2019 3:37 PM (Mo)	4:14PM
14	04/08/2019 1:55 PM (Mo)	3:09PM
511	04/08/2019 10:51 AM (Mo)	11:12AM
500	04/08/2019 6:41 AM (Mo)	6:50AM
505	04/07/2019 7:11 PM (Su)	7:57PM
508	04/07/2019 5:41 PM (Su)	5:55PM
11	04/07/2019 3:37 PM (Su)	4:13PM
14	04/07/2019 1:55 PM (Su)	4:31PM
513	04/07/2019 1:36 PM (Su)	1:46PM
506	04/07/2019 10:11 AM (Su)	10:15AM
505	04/06/2019 7:11 PM (Sa)	7:34PM
508	04/06/2019 5:41 PM (Sa)	5:44PM
11	04/06/2019 3:37 PM (Sa)	3:42PM
14	04/06/2019 1:55 PM (Sa)	4:54PM
513	04/06/2019 1:36 PM (Sa)	2:20PM
506	04/06/2019 10:11 AM (Sa)	11:48AM
505	04/05/2019 7:11 PM (Fr)	7:28PM
508	04/05/2019 5:41 PM (Fr)	5:45PM
11	04/05/2019 3:37 PM (Fr)	3:43PM
14	04/05/2019 1:55 PM (Fr)	3:04PM
511	04/05/2019 10:51 AM (Fr)	11:20AM
500	04/05/2019 6:41 AM (Fr)	7:06AM
505	04/04/2019 7:11 PM (Th)	9:26PM
508	04/04/2019 5:41 PM (Th)	5:46PM
11	04/04/2019 3:37 PM (Th)	4:26PM
14	04/04/2019 1:55 PM (Th)	2:40PM
511	04/04/2019 10:51 AM (Th)	11:02AM
500	04/04/2019 6:41 AM (Th)	7:06AM
505	04/03/2019 7:11 PM (We)	7:44PM
508	04/03/2019 5:41 PM (We)	6:15PM
11	04/03/2019 3:37 PM (We)	4:18PM
14	04/03/2019 1:55 PM (We)	3:38PM
511	04/03/2019 10:51 AM (We)	11:43AM
500	04/03/2019 6:41 AM (We)	6:44AM
505	04/02/2019 7:11 PM (Tu)	7:36PM
508	04/02/2019 5:41 PM (Tu)	5:47PM
11	04/02/2019 3:37 PM (Tu)	3:55PM
14	04/02/2019 1:55 PM (Tu)	3:13PM
511	04/02/2019 10:51 AM (Tu)	11:29AM
500	04/02/2019 6:41 AM (Tu)	6:50AM
505	04/01/2019 7:11 PM (Mo)	7:42PM
508	04/01/2019 5:41 PM (Mo)	5:48PM
11	04/01/2019 3:37 PM (Mo)	3:45PM
14	04/01/2019 1:55 PM (Mo)	2:47PM
511	04/01/2019 10:51 AM (Mo)	11:05AM
500	04/01/2019 6:41 AM (Mo)	7:19AM
505	03/31/2019 7:11 PM (Su)	7:59PM
508	03/31/2019 5:41 PM (Su)	5:50PM
11	03/31/2019 3:37 PM (Su)	4:02PM
14	03/31/2019 1:55 PM (Su)	2:23PM
513	03/31/2019 1:36 PM (Su)	1:47PM
506	03/31/2019 10:11 AM (Su)	11:40AM
505	03/30/2019 7:11 PM (Sa)	7:28PM
508	03/30/2019 5:41 PM (Sa)	7:11PM
11	03/30/2019 3:37 PM (Sa)	3:56PM
14	03/30/2019 1:55 PM (Sa)	2:13PM
513	03/30/2019 1:36 PM (Sa)	4:01PM
506	03/30/2019 10:11 AM (Sa)	12:25PM
505	03/29/2019 7:11 PM (Fr)	7:39PM
508	03/29/2019 5:41 PM (Fr)	5:53PM
11	03/29/2019 3:37 PM (Fr)	3:39PM
14	03/29/2019 1:55 PM (Fr)	2:39PM
511	03/29/2019 10:51 AM (Fr)	11:04AM
500	03/29/2019 6:41 AM (Fr)	7:52AM
505	03/28/2019 7:11 PM (Th)	7:40PM
508	03/28/2019 5:41 PM (Th)	5:53PM
11	03/28/2019 3:37 PM (Th)	3:45PM
14	03/28/2019 1:55 PM (Th)	4:49PM
511	03/28/2019 10:51 AM (Th)	11:09AM
500	03/28/2019 6:41 AM (Th)	6:49AM
505	03/27/2019 7:11 PM (We)	7:26PM
508	03/27/2019 5:41 PM (We)	5:50PM
11	03/27/2019 3:37 PM (We)	3:46PM
14	03/27/2019 1:55 PM (We)	3:22PM
511	03/27/2019 10:51 AM (We)	10:59AM
500	03/27/2019 6:41 AM (We)	6:47AM
505	03/26/2019 7:11 PM (Tu)	8:25PM
508	03/26/2019 5:41 PM (Tu)	6:31PM
11	03/26/2019 3:37 PM (Tu)	4:15PM
14	03/26/2019 1:55 PM (Tu)	3:13PM
511	03/26/2019 10:51 AM (Tu)	11:14AM
500	03/26/2019 6:41 AM (Tu)	7:25AM
505	03/25/2019 7:11 PM (Mo)	7:17PM
508	03/25/2019 5:41 PM (Mo)	5:51PM
11	03/25/2019 3:37 PM (Mo)	3:38PM
14	03/25/2019 1:55 PM (Mo)	2:34PM
511	03/25/2019 10:51 AM (Mo)	10:59AM
500	03/25/2019 6:41 AM (Mo)	6:57AM
505	03/24/2019 7:11 PM (Su)	8:47PM
508	03/24/2019 5:41 PM (Su)	6:01PM
11	03/24/2019 3:37 PM (Su)	3:54PM
14	03/24/2019 1:55 PM (Su)	4:29PM
513	03/24/2019 1:36 PM (Su)	2:04PM
506	03/24/2019 10:11 AM (Su)	10:43AM
505	03/23/2019 7:11 PM (Sa)	
508	03/23/2019 5:41 PM (Sa)	
11	03/23/2019 3:37 PM (Sa)	4:00PM
14	03/23/2019 1:55 PM (Sa)	2:41PM
513	03/23/2019 1:36 PM (Sa)	1:37PM
506	03/23/2019 10:11 AM (Sa)	10:17AM
505	03/22/2019 7:11 PM (Fr)	7:43PM
508	03/22/2019 5:41 PM (Fr)	5:43PM
11	03/22/2019 3:37 PM (Fr)	5:09PM
14	03/22/2019 1:55 PM (Fr)	2:03PM
511	03/22/2019 10:51 AM (Fr)	10:52AM
500	03/22/2019 6:41 AM (Fr)	8:31AM
505	03/21/2019 7:11 PM (Th)	7:41PM
508	03/21/2019 5:41 PM (Th)	5:47PM
11	03/21/2019 3:37 PM (Th)	3:48PM
14	03/21/2019 1:55 PM (Th)	2:30PM
511	03/21/2019 10:51 AM (Th)	11:00AM
500	03/21/2019 6:41 AM (Th)	6:53AM
505	03/20/2019 7:11 PM (We)	8:41PM
508	03/20/2019 5:41 PM (We)	5:54PM
11	03/20/2019 3:37 PM (We)	3:47PM
14	03/20/2019 1:55 PM (We)	3:08PM
511	03/20/2019 10:51 AM (We)	10:55AM
500	03/20/2019 6:41 AM (We)	6:53AM
505	03/19/2019 7:11 PM (Tu)	7:41PM
508	03/19/2019 5:41 PM (Tu)	5:49PM
11	03/19/2019 3:37 PM (Tu)	3:38PM
14	03/19/2019 1:55 PM (Tu)	2:18PM
511	03/19/2019 10:51 AM (Tu)	10:58AM
500	03/19/2019 6:41 AM (Tu)	6:43AM
505	03/18/2019 7:11 PM (Mo)	7:19PM
508	03/18/2019 5:41 PM (Mo)	5:56PM
11	03/18/2019 3:37 PM (Mo)	3:51PM
14	03/18/2019 1:55 PM (Mo)	2:30PM
511	03/18/2019 10:51 AM (Mo)	11:10AM
500	03/18/2019 6:41 AM (Mo)	6:50AM
505	03/17/2019 7:11 PM (Su)	7:39PM
508	03/17/2019 5:41 PM (Su)	5:56PM
11	03/17/2019 3:37 PM (Su)	3:49PM
14	03/17/2019 1:55 PM (Su)	2:18PM
513	03/17/2019 1:36 PM (Su)	1:41PM
506	03/17/2019 10:11 AM (Su)	10:16AM
505	03/16/2019 7:11 PM (Sa)	7:35PM
508	03/16/2019 5:41 PM (Sa)	5:50PM
11	03/16/2019 3:37 PM (Sa)	4:13PM
14	03/16/2019 1:55 PM (Sa)	2:42PM
513	03/16/2019 1:36 PM (Sa)	2:03PM
506	03/16/2019 10:11 AM (Sa)	10:19AM
505	03/15/2019 7:11 PM (Fr)	7:36PM
508	03/15/2019 5:41 PM (Fr)	5:48PM
11	03/15/2019 3:37 PM (Fr)	3:46PM
14	03/15/2019 1:55 PM (Fr)	2:58PM
511	03/15/2019 10:51 AM (Fr)	11:09AM
500	03/15/2019 6:41 AM (Fr)	6:59AM
505	03/14/2019 7:11 PM (Th)	7:46PM
508	03/14/2019 5:41 PM (Th)	6:29PM
11	03/14/2019 3:37 PM (Th)	4:24PM
14	03/14/2019 1:55 PM (Th)	3:10PM
511	03/14/2019 10:51 AM (Th)	11:00AM
500	03/14/2019 6:41 AM (Th)	6:47AM
505	03/13/2019 7:11 PM (We)	7:56PM
508	03/13/2019 5:41 PM (We)	6:00PM
11	03/13/2019 3:37 PM (We)	4:03PM
14	03/13/2019 1:55 PM (We)	3:03PM
511	03/13/2019 10:51 AM (We)	11:05AM
500	03/13/2019 6:41 AM (We)	6:52AM
505	03/12/2019 7:11 PM (Tu)	7:32PM
508	03/12/2019 5:41 PM (Tu)	5:51PM
11	03/12/2019 3:37 PM (Tu)	3:47PM
14	03/12/2019 1:55 PM (Tu)	2:45PM
511	03/12/2019 10:51 AM (Tu)	11:39AM
500	03/12/2019 6:41 AM (Tu)	7:18AM
505	03/11/2019 7:11 PM (Mo)	7:48PM
508	03/11/2019 5:41 PM (Mo)	5:52PM
11	03/11/2019 3:37 PM (Mo)	3:52PM
14	03/11/2019 1:55 PM (Mo)	2:47PM
511	03/11/2019 10:51 AM (Mo)	11:07AM
