*History for Amtrak ALL TRAINS at SLM (Salem, OR)
*Train #	Sch Dp	Act Dp
505	12/10/2018 7:11 PM (Mo)	7:20PM
508	12/10/2018 5:41 PM (Mo)	5:43PM
11	12/10/2018 3:37 PM (Mo)	3:46PM
14	12/10/2018 1:55 PM (Mo)	2:21PM
511	12/10/2018 10:51 AM (Mo)	11:03AM
500	12/10/2018 6:41 AM (Mo)	6:47AM
505	12/09/2018 7:11 PM (Su)	7:51PM
508	12/09/2018 5:41 PM (Su)	6:11PM
11	12/09/2018 3:37 PM (Su)	3:37PM
14	12/09/2018 1:55 PM (Su)	2:30PM
513	12/09/2018 1:36 PM (Su)	1:54PM
506	12/09/2018 10:11 AM (Su)	10:15AM
505	12/08/2018 7:11 PM (Sa)	7:49PM
508	12/08/2018 5:41 PM (Sa)	5:54PM
11	12/08/2018 3:37 PM (Sa)	3:49PM
14	12/08/2018 1:55 PM (Sa)	6:11PM
513	12/08/2018 1:36 PM (Sa)	1:42PM
506	12/08/2018 10:11 AM (Sa)	10:27AM
505	12/07/2018 7:11 PM (Fr)	7:56PM
508	12/07/2018 5:41 PM (Fr)	6:04PM
11	12/07/2018 3:37 PM (Fr)	3:58PM
14	12/07/2018 1:55 PM (Fr)	2:57PM
511	12/07/2018 10:51 AM (Fr)	11:09AM
500	12/07/2018 6:41 AM (Fr)	7:06AM
505	12/06/2018 7:11 PM (Th)	8:05PM
508	12/06/2018 5:41 PM (Th)	6:01PM
11	12/06/2018 3:37 PM (Th)	4:21PM
14	12/06/2018 1:55 PM (Th)	3:13PM
511	12/06/2018 10:51 AM (Th)	11:45AM
500	12/06/2018 6:41 AM (Th)	9:33AM
505	12/05/2018 7:11 PM (We)	7:34PM
508	12/05/2018 5:41 PM (We)	5:53PM
11	12/05/2018 3:37 PM (We)	3:53PM
14	12/05/2018 1:55 PM (We)	2:53PM
511	12/05/2018 10:51 AM (We)	10:55AM
500	12/05/2018 6:41 AM (We)	6:45AM
505	12/04/2018 7:11 PM (Tu)	7:37PM
508	12/04/2018 5:41 PM (Tu)	5:53PM
11	12/04/2018 3:37 PM (Tu)	3:40PM
14	12/04/2018 1:55 PM (Tu)	2:04PM
511	12/04/2018 10:51 AM (Tu)	11:05AM
500	12/04/2018 6:41 AM (Tu)	7:28AM
505	12/03/2018 7:11 PM (Mo)	7:27PM
508	12/03/2018 5:41 PM (Mo)	6:05PM
11	12/03/2018 3:37 PM (Mo)	3:37PM
14	12/03/2018 1:55 PM (Mo)	8:21PM
511	12/03/2018 10:51 AM (Mo)	11:08AM
500	12/03/2018 6:41 AM (Mo)	6:48AM
505	12/02/2018 7:11 PM (Su)	7:37PM
508	12/02/2018 5:41 PM (Su)	5:52PM
11	12/02/2018 3:37 PM (Su)	3:49PM
14	12/02/2018 1:55 PM (Su)	3:12PM
513	12/02/2018 1:36 PM (Su)	1:39PM
506	12/02/2018 10:11 AM (Su)	10:12AM
505	12/01/2018 7:11 PM (Sa)	7:14PM
508	12/01/2018 5:41 PM (Sa)	5:59PM
11	12/01/2018 3:37 PM (Sa)	4:04PM
14	12/01/2018 1:55 PM (Sa)	2:46PM
513	12/01/2018 1:36 PM (Sa)	1:51PM
506	12/01/2018 10:11 AM (Sa)	10:26AM
505	11/30/2018 7:11 PM (Fr)	
508	11/30/2018 5:41 PM (Fr)	5:46PM
11	11/30/2018 3:37 PM (Fr)	3:51PM
14	11/30/2018 1:55 PM (Fr)	2:07PM
511	11/30/2018 10:51 AM (Fr)	11:02AM
500	11/30/2018 6:41 AM (Fr)	6:44AM
505	11/29/2018 7:11 PM (Th)	7:30PM
508	11/29/2018 5:41 PM (Th)	6:07PM
11	11/29/2018 3:37 PM (Th)	4:41PM
14	11/29/2018 1:55 PM (Th)	3:06PM
511	11/29/2018 10:51 AM (Th)	11:05AM
500	11/29/2018 6:41 AM (Th)	6:48AM
505	11/28/2018 7:11 PM (We)	7:17PM
508	11/28/2018 5:41 PM (We)	5:54PM
11	11/28/2018 3:37 PM (We)	3:59PM
14	11/28/2018 1:55 PM (We)	2:15PM
511	11/28/2018 10:51 AM (We)	10:58AM
500	11/28/2018 6:41 AM (We)	6:44AM
505	11/27/2018 7:11 PM (Tu)	7:23PM
508	11/27/2018 5:41 PM (Tu)	5:50PM
11	11/27/2018 3:37 PM (Tu)	4:04PM
14	11/27/2018 1:55 PM (Tu)	6:22PM
511	11/27/2018 10:51 AM (Tu)	10:59AM
500	11/27/2018 6:41 AM (Tu)	6:52AM
505	11/26/2018 7:11 PM (Mo)	7:47PM
508	11/26/2018 5:41 PM (Mo)	5:57PM
11	11/26/2018 3:37 PM (Mo)	3:56PM
14	11/26/2018 1:55 PM (Mo)	2:34PM
511	11/26/2018 10:51 AM (Mo)	11:34AM
500	11/26/2018 6:41 AM (Mo)	6:48AM
505	11/25/2018 7:11 PM (Su)	7:42PM
508	11/25/2018 5:41 PM (Su)	5:51PM
11	11/25/2018 3:37 PM (Su)	3:44PM
14	11/25/2018 1:55 PM (Su)	2:23PM
513	11/25/2018 1:36 PM (Su)	1:42PM
506	11/25/2018 10:11 AM (Su)	10:15AM
505	11/24/2018 7:11 PM (Sa)	7:57PM
508	11/24/2018 5:41 PM (Sa)	5:56PM
11	11/24/2018 3:37 PM (Sa)	3:41PM
14	11/24/2018 1:55 PM (Sa)	3:59PM
513	11/24/2018 1:36 PM (Sa)	1:41PM
506	11/24/2018 10:11 AM (Sa)	10:17AM
505	11/23/2018 7:11 PM (Fr)	7:48PM
508	11/23/2018 5:41 PM (Fr)	5:52PM
11	11/23/2018 3:37 PM (Fr)	3:38PM
14	11/23/2018 1:55 PM (Fr)	4:05PM
511	11/23/2018 10:51 AM (Fr)	10:56AM
500	11/23/2018 6:41 AM (Fr)	6:46AM
505	11/22/2018 7:11 PM (Th)	7:26PM
508	11/22/2018 5:41 PM (Th)	8:51PM
11	11/22/2018 3:37 PM (Th)	3:45PM
14	11/22/2018 1:55 PM (Th)	2:44PM
513	11/22/2018 1:36 PM (Th)	3:26PM
506	11/22/2018 10:11 AM (Th)	10:17AM
505	11/21/2018 7:11 PM (We)	7:23PM
508	11/21/2018 5:41 PM (We)	5:59PM
11	11/21/2018 3:37 PM (We)	4:00PM
14	11/21/2018 1:55 PM (We)	2:36PM
511	11/21/2018 10:51 AM (We)	10:57AM
500	11/21/2018 6:41 AM (We)	6:48AM
505	11/20/2018 7:11 PM (Tu)	8:00PM
508	11/20/2018 5:41 PM (Tu)	5:59PM
11	11/20/2018 3:37 PM (Tu)	4:00PM
14	11/20/2018 1:55 PM (Tu)	4:20PM
511	11/20/2018 10:51 AM (Tu)	11:08AM
500	11/20/2018 6:41 AM (Tu)	6:47AM
505	11/19/2018 7:11 PM (Mo)	7:50PM
508	11/19/2018 5:41 PM (Mo)	6:13PM
11	11/19/2018 3:37 PM (Mo)	4:12PM
14	11/19/2018 1:55 PM (Mo)	3:28PM
511	11/19/2018 10:51 AM (Mo)	10:59AM
500	11/19/2018 6:41 AM (Mo)	6:46AM
505	11/18/2018 7:11 PM (Su)	7:35PM
508	11/18/2018 5:41 PM (Su)	6:11PM
11	11/18/2018 3:37 PM (Su)	3:37PM
14	11/18/2018 1:55 PM (Su)	5:12PM
513	11/18/2018 1:36 PM (Su)	1:45PM
506	11/18/2018 10:11 AM (Su)	10:16AM
505	11/17/2018 7:11 PM (Sa)	7:18PM
508	11/17/2018 5:41 PM (Sa)	
11	11/17/2018 3:37 PM (Sa)	4:10PM
14	11/17/2018 1:55 PM (Sa)	3:29PM
513	11/17/2018 1:36 PM (Sa)	
506	11/17/2018 10:11 AM (Sa)	10:17AM
505	11/16/2018 7:11 PM (Fr)	7:56PM
508	11/16/2018 5:41 PM (Fr)	5:56PM
11	11/16/2018 3:37 PM (Fr)	3:51PM
14	11/16/2018 1:55 PM (Fr)	2:11PM
511	11/16/2018 10:51 AM (Fr)	11:00AM
500	11/16/2018 6:41 AM (Fr)	6:46AM
505	11/15/2018 7:11 PM (Th)	7:43PM
508	11/15/2018 5:41 PM (Th)	5:53PM
11	11/15/2018 3:37 PM (Th)	3:51PM
14	11/15/2018 1:55 PM (Th)	2:32PM
511	11/15/2018 10:51 AM (Th)	10:58AM
500	11/15/2018 6:41 AM (Th)	6:46AM
505	11/14/2018 7:11 PM (We)	7:33PM
508	11/14/2018 5:41 PM (We)	5:51PM
11	11/14/2018 3:37 PM (We)	4:01PM
14	11/14/2018 1:55 PM (We)	2:19PM
511	11/14/2018 10:51 AM (We)	10:58AM
500	11/14/2018 6:41 AM (We)	6:48AM
505	11/13/2018 7:11 PM (Tu)	7:23PM
508	11/13/2018 5:41 PM (Tu)	6:03PM
11	11/13/2018 3:37 PM (Tu)	3:37PM
14	11/13/2018 1:55 PM (Tu)	10:53PM
511	11/13/2018 10:51 AM (Tu)	
500	11/13/2018 6:41 AM (Tu)	
505	11/12/2018 7:11 PM (Mo)	
508	11/12/2018 5:41 PM (Mo)	
11	11/12/2018 3:37 PM (Mo)	3:49PM
14	11/12/2018 1:55 PM (Mo)	3:33PM
511	11/12/2018 10:51 AM (Mo)	10:59AM
500	11/12/2018 6:41 AM (Mo)	6:43AM
505	11/11/2018 7:11 PM (Su)	7:30PM
508	11/11/2018 5:41 PM (Su)	6:09PM
11	11/11/2018 3:37 PM (Su)	7:12PM
14	11/11/2018 1:55 PM (Su)	2:51PM
513	11/11/2018 1:36 PM (Su)	1:45PM
506	11/11/2018 10:11 AM (Su)	10:23AM
505	11/10/2018 7:11 PM (Sa)	7:16PM
508	11/10/2018 5:41 PM (Sa)	5:45PM
11	11/10/2018 3:37 PM (Sa)	3:39PM
14	11/10/2018 1:55 PM (Sa)	3:24PM
513	11/10/2018 1:36 PM (Sa)	1:43PM
506	11/10/2018 10:11 AM (Sa)	10:28AM
505	11/09/2018 7:11 PM (Fr)	7:30PM
508	11/09/2018 5:41 PM (Fr)	6:01PM
11	11/09/2018 3:37 PM (Fr)	4:01PM
14	11/09/2018 1:55 PM (Fr)	3:45PM
511	11/09/2018 10:51 AM (Fr)	12:42PM
500	11/09/2018 6:41 AM (Fr)	6:50AM
505	11/08/2018 7:11 PM (Th)	7:39PM
508	11/08/2018 5:41 PM (Th)	5:54PM
11	11/08/2018 3:37 PM (Th)	3:45PM
14	11/08/2018 1:55 PM (Th)	3:30PM
511	11/08/2018 10:51 AM (Th)	11:52AM
500	11/08/2018 6:41 AM (Th)	7:02AM
505	11/07/2018 7:11 PM (We)	9:40PM
508	11/07/2018 5:41 PM (We)	6:15PM
11	11/07/2018 3:37 PM (We)	6:36PM
14	11/07/2018 1:55 PM (We)	2:24PM
511	11/07/2018 10:51 AM (We)	10:52AM
500	11/07/2018 6:41 AM (We)	6:44AM
505	11/06/2018 7:11 PM (Tu)	
508	11/06/2018 5:41 PM (Tu)	5:47PM
11	11/06/2018 3:37 PM (Tu)	3:44PM
14	11/06/2018 1:55 PM (Tu)	2:26PM
511	11/06/2018 10:51 AM (Tu)	10:59AM
500	11/06/2018 6:41 AM (Tu)	6:45AM
505	11/05/2018 7:11 PM (Mo)	8:03PM
508	11/05/2018 5:41 PM (Mo)	5:51PM
11	11/05/2018 3:37 PM (Mo)	3:45PM
14	11/05/2018 1:55 PM (Mo)	2:10PM
511	11/05/2018 10:51 AM (Mo)	12:03PM
500	11/05/2018 6:41 AM (Mo)	6:49AM
505	11/04/2018 7:11 PM (Su)	7:28PM
508	11/04/2018 5:41 PM (Su)	5:59PM
11	11/04/2018 3:37 PM (Su)	4:29PM
14	11/04/2018 1:55 PM (Su)	2:32PM
513	11/04/2018 1:36 PM (Su)	1:39PM
506	11/04/2018 10:11 AM (Su)	10:15AM
505	11/03/2018 7:11 PM (Sa)	7:45PM
508	11/03/2018 5:41 PM (Sa)	5:52PM
11	11/03/2018 3:37 PM (Sa)	3:38PM
14	11/03/2018 1:55 PM (Sa)	3:55PM
513	11/03/2018 1:36 PM (Sa)	1:42PM
506	11/03/2018 10:11 AM (Sa)	10:16AM
505	11/02/2018 7:11 PM (Fr)	7:40PM
508	11/02/2018 5:41 PM (Fr)	6:17PM
11	11/02/2018 3:37 PM (Fr)	4:53PM
14	11/02/2018 1:55 PM (Fr)	2:33PM
511	11/02/2018 10:51 AM (Fr)	11:02AM
500	11/02/2018 6:41 AM (Fr)	6:46AM
505	11/01/2018 7:11 PM (Th)	7:58PM
508	11/01/2018 5:41 PM (Th)	5:42PM
11	11/01/2018 3:37 PM (Th)	3:41PM
14	11/01/2018 1:55 PM (Th)	2:24PM
511	11/01/2018 10:51 AM (Th)	
500	11/01/2018 6:41 AM (Th)	6:45AM
505	10/31/2018 7:11 PM (We)	7:34PM
508	10/31/2018 5:41 PM (We)	5:54PM
11	10/31/2018 3:37 PM (We)	4:24PM
14	10/31/2018 1:55 PM (We)	1:55PM
511	10/31/2018 10:51 AM (We)	10:53AM
500	10/31/2018 6:41 AM (We)	6:47AM
505	10/30/2018 7:11 PM (Tu)	7:26PM
508	10/30/2018 5:41 PM (Tu)	5:43PM
11	10/30/2018 3:37 PM (Tu)	3:52PM
14	10/30/2018 1:55 PM (Tu)	2:01PM
511	10/30/2018 10:51 AM (Tu)	10:55AM
500	10/30/2018 6:41 AM (Tu)	6:45AM
505	10/29/2018 7:11 PM (Mo)	7:14PM
508	10/29/2018 5:41 PM (Mo)	5:49PM
11	10/29/2018 3:37 PM (Mo)	3:46PM
14	10/29/2018 1:55 PM (Mo)	3:28PM
511	10/29/2018 10:51 AM (Mo)	10:53AM
500	10/29/2018 6:41 AM (Mo)	7:07AM
505	10/28/2018 7:11 PM (Su)	7:33PM
508	10/28/2018 5:41 PM (Su)	5:44PM
11	10/28/2018 3:37 PM (Su)	3:37PM
14	10/28/2018 1:55 PM (Su)	2:11PM
513	10/28/2018 1:36 PM (Su)	1:40PM
506	10/28/2018 10:11 AM (Su)	11:03AM
505	10/27/2018 7:11 PM (Sa)	7:17PM
508	10/27/2018 5:41 PM (Sa)	5:48PM
11	10/27/2018 3:37 PM (Sa)	3:44PM
14	10/27/2018 1:55 PM (Sa)	2:13PM
513	10/27/2018 1:36 PM (Sa)	1:45PM
506	10/27/2018 10:11 AM (Sa)	10:17AM
505	10/26/2018 7:11 PM (Fr)	7:33PM
508	10/26/2018 5:41 PM (Fr)	5:59PM
11	10/26/2018 3:37 PM (Fr)	3:52PM
14	10/26/2018 1:55 PM (Fr)	2:06PM
511	10/26/2018 10:51 AM (Fr)	11:00AM
500	10/26/2018 6:41 AM (Fr)	6:44AM
505	10/25/2018 7:11 PM (Th)	10:12PM
508	10/25/2018 5:41 PM (Th)	5:49PM
11	10/25/2018 3:37 PM (Th)	3:57PM
14	10/25/2018 1:55 PM (Th)	2:18PM
511	10/25/2018 10:51 AM (Th)	10:53AM
500	10/25/2018 6:41 AM (Th)	6:44AM
505	10/24/2018 7:11 PM (We)	7:29PM
508	10/24/2018 5:41 PM (We)	5:57PM
11	10/24/2018 3:37 PM (We)	4:01PM
14	10/24/2018 1:55 PM (We)	1:55PM
511	10/24/2018 10:51 AM (We)	10:57AM
500	10/24/2018 6:41 AM (We)	6:43AM
505	10/23/2018 7:11 PM (Tu)	7:52PM
508	10/23/2018 5:41 PM (Tu)	6:00PM
11	10/23/2018 3:37 PM (Tu)	4:16PM
14	10/23/2018 1:55 PM (Tu)	2:18PM
511	10/23/2018 10:51 AM (Tu)	11:02AM
500	10/23/2018 6:41 AM (Tu)	6:45AM
505	10/22/2018 7:11 PM (Mo)	7:23PM
508	10/22/2018 5:41 PM (Mo)	5:57PM
11	10/22/2018 3:37 PM (Mo)	4:15PM
14	10/22/2018 1:55 PM (Mo)	2:02PM
511	10/22/2018 10:51 AM (Mo)	10:55AM
500	10/22/2018 6:41 AM (Mo)	6:47AM
505	10/21/2018 7:11 PM (Su)	7:38PM
508	10/21/2018 5:41 PM (Su)	5:50PM
11	10/21/2018 3:37 PM (Su)	3:45PM
14	10/21/2018 1:55 PM (Su)	2:00PM
513	10/21/2018 1:36 PM (Su)	1:37PM
506	10/21/2018 10:11 AM (Su)	10:14AM
505	10/20/2018 7:11 PM (Sa)	7:33PM
508	10/20/2018 5:41 PM (Sa)	5:49PM
11	10/20/2018 3:37 PM (Sa)	3:58PM
14	10/20/2018 1:55 PM (Sa)	3:01PM
513	10/20/2018 1:36 PM (Sa)	1:42PM
506	10/20/2018 10:11 AM (Sa)	10:16AM
505	10/19/2018 7:11 PM (Fr)	8:06PM
508	10/19/2018 5:41 PM (Fr)	5:52PM
11	10/19/2018 3:37 PM (Fr)	3:52PM
14	10/19/2018 1:55 PM (Fr)	3:15PM
511	10/19/2018 10:51 AM (Fr)	10:51AM
500	10/19/2018 6:41 AM (Fr)	7:03AM
505	10/18/2018 7:11 PM (Th)	7:45PM
508	10/18/2018 5:41 PM (Th)	5:47PM
11	10/18/2018 3:37 PM (Th)	3:50PM
14	10/18/2018 1:55 PM (Th)	2:53PM
511	10/18/2018 10:51 AM (Th)	10:52AM
500	10/18/2018 6:41 AM (Th)	6:48AM
505	10/17/2018 7:11 PM (We)	7:20PM
508	10/17/2018 5:41 PM (We)	5:51PM
11	10/17/2018 3:37 PM (We)	4:05PM
14	10/17/2018 1:55 PM (We)	2:45PM
511	10/17/2018 10:51 AM (We)	11:02AM
500	10/17/2018 6:41 AM (We)	6:41AM
505	10/16/2018 7:11 PM (Tu)	7:37PM
508	10/16/2018 5:41 PM (Tu)	5:56PM
11	10/16/2018 3:37 PM (Tu)	3:56PM
14	10/16/2018 1:55 PM (Tu)	3:05PM
511	10/16/2018 10:51 AM (Tu)	11:01AM
500	10/16/2018 6:41 AM (Tu)	6:42AM
505	10/15/2018 7:11 PM (Mo)	8:03PM
508	10/15/2018 5:41 PM (Mo)	5:56PM
11	10/15/2018 3:37 PM (Mo)	
14	10/15/2018 1:55 PM (Mo)	4:10PM
511	10/15/2018 10:51 AM (Mo)	11:18AM
500	10/15/2018 6:41 AM (Mo)	6:52AM
505	10/14/2018 7:11 PM (Su)	7:29PM
508	10/14/2018 5:41 PM (Su)	5:46PM
11	10/14/2018 3:37 PM (Su)	6:44PM
14	10/14/2018 1:55 PM (Su)	3:11PM
513	10/14/2018 1:36 PM (Su)	2:11PM
506	10/14/2018 10:11 AM (Su)	10:17AM
505	10/13/2018 7:11 PM (Sa)	7:26PM
508	10/13/2018 5:41 PM (Sa)	5:49PM
11	10/13/2018 3:37 PM (Sa)	3:45PM
14	10/13/2018 1:55 PM (Sa)	2:28PM
513	10/13/2018 1:36 PM (Sa)	2:12PM
506	10/13/2018 10:11 AM (Sa)	10:20AM
505	10/12/2018 7:11 PM (Fr)	7:48PM
508	10/12/2018 5:41 PM (Fr)	5:46PM
11	10/12/2018 3:37 PM (Fr)	3:45PM
14	10/12/2018 1:55 PM (Fr)	2:46PM
511	10/12/2018 10:51 AM (Fr)	11:03AM
500	10/12/2018 6:41 AM (Fr)	6:44AM
505	10/11/2018 7:11 PM (Th)	7:28PM
508	10/11/2018 5:41 PM (Th)	5:49PM
11	10/11/2018 3:37 PM (Th)	3:46PM
14	10/11/2018 1:55 PM (Th)	2:22PM
511	10/11/2018 10:51 AM (Th)	11:30AM
500	10/11/2018 6:41 AM (Th)	7:00AM
505	10/10/2018 7:11 PM (We)	7:43PM
508	10/10/2018 5:41 PM (We)	5:44PM
11	10/10/2018 3:37 PM (We)	3:37PM
14	10/10/2018 1:55 PM (We)	2:15PM
511	10/10/2018 10:51 AM (We)	10:51AM
500	10/10/2018 6:41 AM (We)	6:43AM
505	10/09/2018 7:11 PM (Tu)	7:59PM
508	10/09/2018 5:41 PM (Tu)	6:06PM
11	10/09/2018 3:37 PM (Tu)	3:43PM
14	10/09/2018 1:55 PM (Tu)	3:03PM
511	10/09/2018 10:51 AM (Tu)	
500	10/09/2018 6:41 AM (Tu)	
505	10/08/2018 7:11 PM (Mo)	
508	10/08/2018 5:41 PM (Mo)	
11	10/08/2018 3:37 PM (Mo)	3:46PM
14	10/08/2018 1:55 PM (Mo)	3:30PM
511	10/08/2018 10:51 AM (Mo)	11:12AM
500	10/08/2018 6:41 AM (Mo)	6:43AM
505	10/07/2018 7:11 PM (Su)	7:57PM
508	10/07/2018 5:41 PM (Su)	6:01PM
11	10/07/2018 3:37 PM (Su)	3:38PM
14	10/07/2018 1:55 PM (Su)	5:37PM
513	10/07/2018 1:36 PM (Su)	1:44PM
506	10/07/2018 10:11 AM (Su)	10:13AM
505	10/06/2018 7:11 PM (Sa)	7:50PM
508	10/06/2018 5:41 PM (Sa)	5:46PM
11	10/06/2018 3:37 PM (Sa)	4:24PM
14	10/06/2018 1:55 PM (Sa)	
513	10/06/2018 1:36 PM (Sa)	1:41PM
506	10/06/2018 10:11 AM (Sa)	10:13AM
505	10/05/2018 7:11 PM (Fr)	7:28PM
508	10/05/2018 5:41 PM (Fr)	5:42PM
11	10/05/2018 3:37 PM (Fr)	3:45PM
14	10/05/2018 1:55 PM (Fr)	2:05PM
511	10/05/2018 10:51 AM (Fr)	10:54AM
500	10/05/2018 6:41 AM (Fr)	6:54AM
505	10/04/2018 7:11 PM (Th)	7:29PM
508	10/04/2018 5:41 PM (Th)	5:43PM
11	10/04/2018 3:37 PM (Th)	3:38PM
14	10/04/2018 1:55 PM (Th)	2:52PM
511	10/04/2018 10:51 AM (Th)	11:12AM
500	10/04/2018 6:41 AM (Th)	6:46AM
505	10/03/2018 7:11 PM (We)	7:42PM
508	10/03/2018 5:41 PM (We)	5:47PM
11	10/03/2018 3:37 PM (We)	4:00PM
14	10/03/2018 1:55 PM (We)	2:09PM
511	10/03/2018 10:51 AM (We)	11:05AM
500	10/03/2018 6:41 AM (We)	7:00AM
505	10/02/2018 7:11 PM (Tu)	7:43PM
508	10/02/2018 5:41 PM (Tu)	5:57PM
11	10/02/2018 3:37 PM (Tu)	3:43PM
14	10/02/2018 1:55 PM (Tu)	4:03PM
511	10/02/2018 10:51 AM (Tu)	10:55AM
500	10/02/2018 6:41 AM (Tu)	6:42AM
505	10/01/2018 7:11 PM (Mo)	7:24PM
508	10/01/2018 5:41 PM (Mo)	5:43PM
11	10/01/2018 3:37 PM (Mo)	3:47PM
14	10/01/2018 1:55 PM (Mo)	2:42PM
511	10/01/2018 10:51 AM (Mo)	10:55AM
500	10/01/2018 6:41 AM (Mo)	6:43AM
505	09/30/2018 7:11 PM (Su)	7:41PM
508	09/30/2018 5:41 PM (Su)	
11	09/30/2018 3:37 PM (Su)	3:37PM
14	09/30/2018 1:55 PM (Su)	1:58PM
513	09/30/2018 1:36 PM (Su)	
506	09/30/2018 10:11 AM (Su)	10:14AM
505	09/29/2018 7:11 PM (Sa)	7:24PM
508	09/29/2018 5:41 PM (Sa)	
11	09/29/2018 3:37 PM (Sa)	3:37PM
14	09/29/2018 1:55 PM (Sa)	2:39PM
513	09/29/2018 1:36 PM (Sa)	
506	09/29/2018 10:11 AM (Sa)	10:20AM
505	09/28/2018 7:11 PM (Fr)	7:22PM
508	09/28/2018 5:41 PM (Fr)	
11	09/28/2018 3:37 PM (Fr)	3:41PM
14	09/28/2018 1:55 PM (Fr)	2:19PM
511	09/28/2018 10:51 AM (Fr)	
500	09/28/2018 6:41 AM (Fr)	6:48AM
505	09/27/2018 7:11 PM (Th)	7:23PM
508	09/27/2018 5:41 PM (Th)	
11	09/27/2018 3:37 PM (Th)	3:37PM
14	09/27/2018 1:55 PM (Th)	3:55PM
511	09/27/2018 10:51 AM (Th)	
500	09/27/2018 6:41 AM (Th)	6:44AM
505	09/26/2018 7:11 PM (We)	7:26PM
508	09/26/2018 5:41 PM (We)	
11	09/26/2018 3:37 PM (We)	4:37PM
14	09/26/2018 1:55 PM (We)	2:47PM
511	09/26/2018 10:51 AM (We)	
500	09/26/2018 6:41 AM (We)	6:43AM
505	09/25/2018 7:11 PM (Tu)	8:04PM
508	09/25/2018 5:41 PM (Tu)	
11	09/25/2018 3:37 PM (Tu)	3:37PM
14	09/25/2018 1:55 PM (Tu)	7:16PM
511	09/25/2018 10:51 AM (Tu)	
500	09/25/2018 6:41 AM (Tu)	6:43AM
505	09/24/2018 7:11 PM (Mo)	7:14PM
508	09/24/2018 5:41 PM (Mo)	
11	09/24/2018 3:37 PM (Mo)	3:58PM
14	09/24/2018 1:55 PM (Mo)	2:39PM
511	09/24/2018 10:51 AM (Mo)	
500	09/24/2018 6:41 AM (Mo)	6:45AM
505	09/23/2018 7:11 PM (Su)	7:57PM
508	09/23/2018 5:41 PM (Su)	
11	09/23/2018 3:37 PM (Su)	3:40PM
14	09/23/2018 1:55 PM (Su)	4:22PM
513	09/23/2018 1:36 PM (Su)	
506	09/23/2018 10:11 AM (Su)	10:14AM
505	09/22/2018 7:11 PM (Sa)	7:12PM
508	09/22/2018 5:41 PM (Sa)	
11	09/22/2018 3:37 PM (Sa)	3:37PM
14	09/22/2018 1:55 PM (Sa)	2:12PM
513	09/22/2018 1:36 PM (Sa)	
506	09/22/2018 10:11 AM (Sa)	10:14AM
505	09/21/2018 7:11 PM (Fr)	7:17PM
508	09/21/2018 5:41 PM (Fr)	
11	09/21/2018 3:37 PM (Fr)	4:01PM
14	09/21/2018 1:55 PM (Fr)	4:35PM
511	09/21/2018 10:51 AM (Fr)	
500	09/21/2018 6:41 AM (Fr)	6:45AM
505	09/20/2018 7:11 PM (Th)	7:22PM
508	09/20/2018 5:41 PM (Th)	5:41PM
11	09/20/2018 3:37 PM (Th)	3:45PM
14	09/20/2018 1:55 PM (Th)	2:29PM
511	09/20/2018 10:51 AM (Th)	11:02AM
500	09/20/2018 6:41 AM (Th)	6:58AM
505	09/19/2018 7:11 PM (We)	7:27PM
508	09/19/2018 5:41 PM (We)	5:47PM
11	09/19/2018 3:37 PM (We)	3:55PM
14	09/19/2018 1:55 PM (We)	2:35PM
511	09/19/2018 10:51 AM (We)	10:55AM
500	09/19/2018 6:41 AM (We)	6:47AM
505	09/18/2018 7:11 PM (Tu)	7:41PM
508	09/18/2018 5:41 PM (Tu)	5:44PM
11	09/18/2018 3:37 PM (Tu)	3:37PM
14	09/18/2018 1:55 PM (Tu)	5:17PM
511	09/18/2018 10:51 AM (Tu)	10:52AM
500	09/18/2018 6:41 AM (Tu)	6:51AM
505	09/17/2018 7:11 PM (Mo)	7:25PM
508	09/17/2018 5:41 PM (Mo)	5:45PM
11	09/17/2018 3:37 PM (Mo)	4:07PM
14	09/17/2018 1:55 PM (Mo)	2:22PM
511	09/17/2018 10:51 AM (Mo)	10:59AM
500	09/17/2018 6:41 AM (Mo)	6:44AM
505	09/16/2018 7:11 PM (Su)	8:05PM
508	09/16/2018 5:41 PM (Su)	6:05PM
11	09/16/2018 3:37 PM (Su)	3:37PM
14	09/16/2018 1:55 PM (Su)	6:31PM
513	09/16/2018 1:36 PM (Su)	1:36PM
506	09/16/2018 10:11 AM (Su)	10:14AM
505	09/15/2018 7:11 PM (Sa)	7:23PM
508	09/15/2018 5:41 PM (Sa)	5:46PM
11	09/15/2018 3:37 PM (Sa)	3:49PM
14	09/15/2018 1:55 PM (Sa)	2:50PM
513	09/15/2018 1:36 PM (Sa)	1:41PM
506	09/15/2018 10:11 AM (Sa)	10:16AM
505	09/14/2018 7:11 PM (Fr)	7:16PM
508	09/14/2018 5:41 PM (Fr)	5:58PM
11	09/14/2018 3:37 PM (Fr)	3:48PM
14	09/14/2018 1:55 PM (Fr)	2:09PM
511	09/14/2018 10:51 AM (Fr)	10:59AM
500	09/14/2018 6:41 AM (Fr)	7:03AM
505	09/13/2018 7:11 PM (Th)	7:47PM
508	09/13/2018 5:41 PM (Th)	6:14PM
11	09/13/2018 3:37 PM (Th)	3:41PM
14	09/13/2018 1:55 PM (Th)	5:53PM
511	09/13/2018 10:51 AM (Th)	10:56AM
500	09/13/2018 6:41 AM (Th)	6:41AM
